simulation_id,schedule_delay_months,capex_multiplier,utilization_multiplier,power_cost_multiplier,price_multiplier,debt_rate_shift_bps,total_capex_usd,portfolio_unlevered_npv_usd,total_ebitda_usd,incremental_funding_required_usd,minimum_cash_pre_support_usd,latest_ready_for_service,npv_positive
101,5.44727074600643,1.166415404054823,0.9971969521132403,1.1138242058196028,1.0303459380093705,202.35352044094557,5068074930.618204,552697906.3553003,1371845418.807522,410183800.0452158,-360183800.0452158,2029-09-01,True
102,9.68169030252226,1.0282308295735323,0.9555130195773012,1.061352458379803,0.9814988315816321,164.01677749924772,4467662954.496998,442117537.68492687,952576100.2867321,345146132.04989773,-295146132.04989773,2030-02-01,True
103,11.944304579656734,1.2660359085368904,0.8668314433712865,1.1168088856855383,0.9987635593383022,94.18589278699537,5500926022.592789,-824866850.7064024,761908042.6731199,597280805.3852409,-547280805.3852409,2030-04-01,False
104,2.633762971946484,1.0008734140934834,0.9646878790666711,1.069450550524382,1.0376781405500926,118.69359200265399,4348794984.236185,1014251585.9996219,1453032013.2127962,276515621.9851674,-226515621.98516738,2029-07-01,True
105,12.241698851259441,1.0902045876672126,0.9682516035172651,0.9929059163637721,0.9816797830539636,209.30877318955677,4736938933.414038,242408672.8052373,873808835.9633961,395975953.4009025,-345975953.4009025,2030-04-01,True
106,10.753191322357354,1.184801107549525,0.772587169486937,1.0509075185378431,0.9241739874196669,30.974918751879457,5147960812.302686,-1336819541.0943046,603791993.3083746,649020514.5673336,-599020514.5673336,2030-03-01,False
107,7.257803622961415,1.1535476633307444,0.9639156821133976,1.1524273058492134,0.9976935034532359,208.8871345718726,5012164597.172085,175367438.91581476,1134471534.6968737,454776764.86595213,-404776764.86595213,2029-11-01,True
108,1.6558888097042137,1.0578214400732528,0.935680211072941,1.150073042771452,0.907348571240446,129.68870707935778,4596234157.118283,-251480178.20822144,1147292153.9590762,464321482.21617174,-414321482.21617174,2029-06-01,False
109,7.278410598007016,0.9947559692203716,0.8932668338286165,1.162871459490476,0.9912797691846031,69.41315589848482,4322214686.262514,287884421.1943927,1014313000.2058048,320925587.03817666,-270925587.03817666,2029-11-01,True
110,9.460105524185366,1.0791624188874505,0.9826466715821331,1.0393234135887601,0.984413131148629,104.4272139971194,4688960710.065971,474276389.81440115,1050250327.3354827,347660381.5486976,-297660381.5486976,2030-01-01,True
111,3.9230349019966355,1.2078832569532325,0.8384567744330139,0.9929035207786796,0.9640556263145394,181.9640358856377,5248252751.461795,-840129299.1423616,1042925526.2104695,694464545.6784159,-644464545.6784159,2029-08-01,False
112,8.807738916105954,1.290304850748648,0.8688888238399213,1.056295593995362,0.9405198141204463,143.8136594298821,5606374576.502875,-1102458281.339441,822606072.3372384,732375858.6631047,-682375858.6631047,2030-01-01,False
113,13.417939192874499,1.1504202539012225,0.9310021811804802,1.0538952937095418,1.0201778099898469,125.70479187694389,4998576003.200811,-23432766.733006954,823804495.1916608,412175678.1510209,-362175678.1510209,2030-05-01,False
114,2.7430908015469417,1.082124597641898,0.790880652013176,1.0216413390613468,0.9145610910305151,116.17953821364637,4701831376.754047,-952335053.590803,907175544.5547559,637340060.7677649,-587340060.7677649,2029-07-01,False
115,6.847073123067146,1.0783483521856534,0.8973261303604032,1.1917810053209403,0.9989668027313261,135.72369168406678,4685423590.246663,53139245.64308941,1029048519.951489,408409743.1074715,-358409743.1074715,2029-11-01,True
116,3.9917776749541316,1.2122239243769697,0.8526094428865204,1.0436161672088402,1.0190998471110735,133.09957475492868,5267112951.4179325,-491475261.6043427,1161519238.5528812,582242156.8803564,-532242156.88035643,2029-08-01,False
117,7.993712704050591,1.1250363197787887,0.9410896124284652,1.0393964215653122,0.9538188139921343,89.1026269705929,4888282809.438837,-72442965.57974052,990372050.4094454,432069811.0242258,-382069811.0242258,2029-12-01,False
118,2.95037753324412,1.2030397737407363,0.8655571042825067,1.081901598621681,1.0032638412359811,202.97078840438326,5227207816.9035,-505874873.9088805,1194422932.0408373,624026449.0760485,-574026449.0760485,2029-07-01,False
119,5.132873983177356,1.1020708376269104,1.0452973252960223,1.10380916399333,1.0058831512088382,251.28524386862517,4788497789.488925,896702678.0154424,1403218701.7733846,369408347.9151449,-319408347.9151449,2029-09-01,True
120,8.546797002871385,1.0469213280737562,0.9250618708672346,0.9979871295321641,0.9896318157381058,283.17891664138557,4548873170.480471,342999152.1093527,986304055.3995094,404104439.74638,-354104439.74638,2030-01-01,True
121,5.740610736986396,1.0940542364274248,0.7717787389386668,1.1921162634370035,0.9351572497439988,-0.3537957312866027,4753665657.277161,-1031067383.7225544,776910795.2462779,588825191.2061628,-538825191.2061628,2029-10-01,False
122,3.712105904237722,1.0117072693522875,0.9045069500382027,1.073918708674503,0.9612440967632229,5.295831257818733,4395868085.33569,144452892.91776335,1133173890.594533,324040391.4577549,-274040391.4577549,2029-08-01,True
123,2.4999241232398823,1.0854328251424432,0.7872869089929453,1.1088390849367276,0.9498422160251503,84.62649860639738,4716205625.243916,-854491177.3249054,988235438.1452389,598725223.2470274,-548725223.2470274,2029-06-01,False
124,4.790092769464703,1.0911038548789669,0.7311454445436276,1.0008138326613034,1.012039861950715,-41.398619255346965,4740846249.449111,-776634564.009281,900691013.6361951,505458659.5704112,-455458659.5704112,2029-09-01,False
125,5.70201408857562,1.1045895347908388,0.8778462645855001,1.0599601159419048,1.002001061928717,223.98559852737324,4799441528.666194,-50608600.58378565,1074567642.9565015,480953108.9287139,-430953108.9287139,2029-10-01,False
126,3.818313558529996,1.0747066257523226,0.8546763431584006,1.067814674932533,0.9923303611543954,67.02637535105167,4669600288.893842,-162033310.45495284,1110176245.530046,414108096.63618356,-364108096.63618356,2029-08-01,False
127,4.320279130454294,1.2278388566863612,0.780274230650855,1.0646827661028593,0.9949669139223155,45.01179239151551,5334959832.302238,-1111842866.833592,986612026.594409,686817149.0927722,-636817149.0927722,2029-08-01,False
128,1.6287863949293608,1.035091804898085,1.0024499026590907,0.9574806407232993,0.9475380237045696,-6.675517613032319,4497473892.28218,559768176.5938119,1396697106.4511135,294688212.10662544,-244688212.10662544,2029-06-01,True
129,2.4890259507452677,1.1314389328456793,0.8544417731721938,1.083299926211085,0.984403136653071,227.29520510174797,4916102163.214477,-433375867.9407047,1181942429.5575123,587938649.7925178,-537938649.7925178,2029-06-01,False
130,0.5152843904728142,1.1952719500745337,0.9351978337826328,1.013283934402184,1.0011721654731698,229.7883290984547,5193456623.073849,-70860345.71472955,1435445743.3650153,525957444.6280433,-475957444.6280433,2029-05-01,False
131,3.7734274990031027,1.2220626362488474,0.9043730343253579,1.0896510522052094,1.0373043355032223,97.28260154665912,5309862154.501241,-144165188.86490345,1281647058.6576056,484443607.32826674,-434443607.32826674,2029-08-01,False
132,8.885540929366606,1.0739766818581817,0.969489844257414,1.0891418990414192,0.9509535900865171,107.93102094428465,4666428682.6737995,183203804.09683156,965968429.2899654,379641867.64115906,-329641867.64115906,2030-01-01,True
133,4.2260033154752215,1.016451948041488,0.76724024559057,1.0469289279308316,0.9151132317460509,49.64569963077433,4416483714.240265,-837304897.5183942,830208171.2254784,546270052.786018,-496270052.786018,2029-08-01,False
134,7.797231659905525,1.1522340513823714,0.95672405782304,1.042303737210765,1.016017714905201,148.4635387897385,5006456953.256404,306368913.71803975,1122813266.6994014,410409858.99733686,-360409858.99733686,2029-12-01,True
135,2.6565908864202417,1.0365749396825474,0.9480995684491423,1.015545680899629,0.9780225122575819,321.3198255387292,4503918112.920669,448998551.5848745,1303744671.314313,402838841.86271614,-352838841.86271614,2029-07-01,True
136,0.4737360711060663,0.9860087661648976,1.043202706847967,1.0861312687569284,0.939024603857338,248.66007684732222,4284208088.98648,824454105.1022217,1526728301.0005112,327579621.8730814,-277579621.8730814,2029-04-01,True
137,9.907719708753676,1.1137415529451908,0.9356618738525301,1.0349482876071439,0.9246218674446935,148.6464822484753,4839207047.546854,-274353862.7489705,840009211.1597699,485141415.8006333,-435141415.8006333,2030-02-01,False
138,4.063487888015574,1.1413773480558163,0.9782614118985294,0.964480562680911,0.9848462943049295,67.79996766218204,4959284577.302522,308340343.3366693,1329112421.3185766,377826567.90392447,-327826567.90392447,2029-08-01,True
139,9.798142042683047,1.0617325506793307,0.9337419143874436,1.080475167717085,0.9689492422054875,170.4507765541143,4613227932.701692,131143126.9809171,901359058.4196143,396237050.86144227,-346237050.86144227,2030-02-01,True
140,7.803851911079008,1.1200192985064514,0.960720733670811,1.2092554611613289,0.9709314362945631,129.6782016879698,4866483852.010531,55614737.468957186,1019062921.1739316,425772689.3231726,-375772689.3231726,2029-12-01,True
141,0.8356513415940534,1.1764805117077322,0.9172643125733602,1.0562986160382895,0.9335985648067406,244.95544834471292,5111807823.370095,-559265354.6632018,1238973739.9589152,657374818.3385777,-607374818.3385777,2029-05-01,False
142,4.796794776040137,1.1459126985960546,0.8257032965254049,1.1931847127942041,0.9462741952049084,59.41900919844514,4978990675.399857,-887211090.881376,913955283.7791634,611400536.6313134,-561400536.6313134,2029-09-01,False
143,9.556757994220877,1.2191370867567612,0.8459707350250166,1.0661571129610568,0.9971010066060773,239.71207401116004,5297150641.958128,-683595879.9286155,832389610.9493498,649320272.5727838,-599320272.5727838,2030-02-01,False
144,4.676233449148501,1.1099291122142514,0.9573453827107868,1.116204808935118,1.0022619791494651,142.61962933814743,4822641992.570923,335046201.5632434,1245703247.507619,387838080.5655883,-337838080.5655883,2029-09-01,True
145,2.4204225707647438,1.2152486115610923,0.9859416419591817,1.1327225738640463,0.9346171883018936,60.74223234559501,5280255217.232945,-378936164.17165065,1298048292.786932,522181290.15733767,-472181290.15733767,2029-06-01,False
146,8.00867720074033,0.9907264683773357,1.0308858291421001,1.0515782570409502,0.9957117103212272,243.96749955228034,4304706505.099524,1137766564.262517,1193290849.272326,297106901.86424536,-247106901.86424536,2029-12-01,True
147,4.793925067707276,1.0741078679796725,0.9333865891793316,1.0854567837258422,0.9700691068267433,150.4441822115197,4666998686.371676,144151163.60389137,1147849244.5960631,400601525.4701912,-350601525.4701912,2029-09-01,True
148,10.99224198767741,1.1004492325138022,0.8413108202929451,1.0515875296704893,0.9687697883602779,38.69341340580591,4781451915.27247,-492629589.23714733,744045709.3157272,459165840.9314064,-409165840.9314064,2030-03-01,False
149,3.0200668918179736,1.146394150794467,0.8793516112715084,1.1892970250949813,0.9540662643827303,27.04200351943956,4981082585.201959,-592147213.5574683,1099622799.8639464,527765935.9956955,-477765935.9956955,2029-07-01,False
150,8.125533115255148,1.2056681214194094,0.8642320321356781,1.02166337829346,0.9472143370010958,131.37070218438527,5238627987.567333,-773561587.4496965,875506338.1155248,631265245.8982468,-581265245.8982468,2029-12-01,False
151,5.373200464514545,1.0628841361244046,0.7781287291346464,1.0680843416049544,1.0293357712501503,163.5916312910451,4618231571.460537,-336421711.7019893,999229545.345445,493218206.54521716,-443218206.54521716,2029-09-01,False
152,5.595888977887464,1.0272029509799112,0.8574126432796819,1.0386282937901692,1.0003053051360205,238.96432882385017,4463196822.007714,108150307.6376102,1042272278.2703555,416055996.14372474,-366055996.14372474,2029-10-01,True
153,10.289186005645309,1.266025478622303,1.0331776337856804,1.1882404653013083,0.9293575490467889,40.92641066086526,5500880704.613907,-386864124.9409324,940755850.6781993,520716062.2058662,-470716062.2058662,2030-02-01,False
154,4.132138717363555,1.1171251504553503,0.8051701008286937,1.1462472752114485,0.9865645200247665,136.07580835777478,4853908778.728497,-658256889.6981852,1000775268.8683769,584602973.8313814,-534602973.83138144,2029-08-01,False
155,3.0426031796092476,1.0616504960909097,0.8295049746297989,1.148131561427787,0.9839272562295374,187.25155224077662,4612871405.515002,-349794904.7906109,1079820792.0000596,513207553.8985331,-463207553.8985331,2029-07-01,False
156,4.072492800677685,1.0831352893027617,0.8940205486116646,1.1230421160819417,1.0011093707402223,61.394845710391394,4706222832.0205,49645826.57898736,1185089772.9504418,378919190.1883633,-328919190.1883633,2029-08-01,True
157,11.139132988643803,1.0301622246490403,0.9948983945119947,0.9975591548447656,0.9563425037943446,226.09622123113314,4476054866.10008,475356701.8730341,918686897.6362673,358599722.0592603,-308599722.0592603,2030-03-01,True
158,3.1704189078702036,1.0905599877339236,0.903437934015352,1.0299641379093132,0.9948418148778249,228.07159863354389,4738483146.703897,94697325.94381893,1256214823.2557347,442608622.0794724,-392608622.0794724,2029-07-01,True
159,9.809596627981986,1.0776619885351753,0.9192676830113917,1.0305395567007398,0.9541992437087617,48.362817014944454,4682441340.185336,-61623059.33096278,867272135.411007,384932176.4083428,-334932176.4083428,2030-02-01,False
160,11.102183841761534,1.2084662050371415,0.9646912150102093,1.0741889832170388,0.9767287103119977,133.1465163255379,5250785660.886379,-196101924.4383583,902695172.5688359,491450771.7225517,-441450771.7225517,2030-03-01,False
161,5.9451580959520065,1.0943432926826535,0.8192736697232788,1.0043964839464212,1.0276085287749928,122.41062405866802,4754921606.706129,-180242526.70984876,1032336978.983523,451629574.118642,-401629574.118642,2029-10-01,False
162,11.440463613606255,1.0416941650950207,0.9236427216784018,1.022792930619714,0.9551200079237949,-7.535017653709936,4526161147.337865,50707557.50667822,827548284.0268486,334277962.75795686,-284277962.75795686,2030-03-01,True
163,2.5809659822345266,1.221134677396614,0.8750827771316931,1.09054554231851,0.9747005326880022,105.14315309660591,5305830173.288288,-699250276.4296161,1152785922.3811617,625257570.0044986,-575257570.0044986,2029-07-01,False
164,5.904572450355049,1.0474033691587799,1.038437047038931,1.1382333478791808,0.997913088435586,119.5134053819946,4550967638.994899,961745178.480459,1308879897.7207637,302755752.7880232,-252755752.78802317,2029-10-01,True
165,2.9259389670795963,1.2229662814013427,0.879799100874045,0.9806635064892197,0.9641002661595687,206.63230157942982,5313788492.688833,-673353913.3273889,1160929756.587635,678927992.6111491,-628927992.6111491,2029-07-01,False
166,6.732209709846406,1.1634815988187508,0.9682412056617187,1.0236331403551122,1.0217108646116286,112.9324153158793,5055327546.867472,389974967.5559299,1209724904.8374271,392001618.2496759,-342001618.2496759,2029-11-01,True
167,6.89098536342645,0.9697055613716608,1.0435511318072053,1.0362786618977284,0.9272902414515127,117.24735050627544,4213370664.159866,832633357.4335659,1135370643.9843235,284458971.8339744,-234458971.83397442,2029-11-01,True
168,2.688063094905761,1.0388348258983877,0.9374735717613976,1.0539808109884985,1.0213547687498852,88.38131982491063,4513737318.528494,619138611.9640313,1369689718.55166,312776969.57148355,-262776969.57148355,2029-07-01,True
169,7.808491134928914,1.0992270869255196,0.9422121104954952,1.088945822079664,0.9753220264803595,279.3325355092155,4776141692.691383,137170970.51395488,1021434238.6337712,465707506.99495935,-415707506.99495935,2029-12-01,True
170,4.407289746150665,1.0450365124577103,0.9453973721239212,1.1463113186908407,0.9219782819910721,115.40091398785898,4540683646.628752,-41397314.90214908,1105147435.0957727,406670148.93573374,-356670148.93573374,2029-08-01,False
171,10.120344932371651,1.1631477902824747,1.0417176268800583,1.0765698536408992,0.990250146840449,84.71754476784264,5053877148.777352,477692662.20899045,1077360619.2908654,373386903.48415965,-323386903.48415965,2030-02-01,True
172,11.289830992952455,1.0822889404371678,0.9567102961453294,1.0555521527227483,0.9821700565064476,182.6030272142134,4702545446.199494,231418855.66633844,904182259.5621096,391436426.4376508,-341436426.4376508,2030-03-01,True
173,5.708485135102849,1.216633683377705,0.8970980347067696,1.0981659155709373,0.9640964055123269,106.72169604155266,5286273354.276128,-591090127.2803786,1029416409.6127446,594547684.77248,-544547684.77248,2029-10-01,False
174,5.146018700759377,1.031644443937693,0.8028307382172446,1.1023298348201949,0.9898579702088635,166.39981323813836,4482495108.909276,-313161979.9791018,968528677.7816694,478935801.9390477,-428935801.9390477,2029-09-01,False
175,1.052103102928004,1.0754257821329734,0.8416395354109343,1.1275483707766254,1.0117458396335688,71.65863156212484,4672725023.367769,-190294874.84277797,1250415177.3550851,415081027.65407544,-365081027.65407544,2029-05-01,False
176,7.180827193765954,1.0326498615352955,0.8634622212117468,1.0076431694681942,0.9583288024837708,169.64938241006158,4486863648.370858,-103686906.72282827,938897993.4269576,435239193.80310524,-385239193.80310524,2029-11-01,False
177,10.456804750784308,1.0509005733937185,0.9213641274266938,1.1095365674638125,1.0277668247678935,152.53113736266516,4566162991.395706,433019683.40701103,973791167.2127703,348267564.5375117,-298267564.5375117,2030-02-01,True
178,3.7796809571091208,1.1326254682968835,0.8748313240062088,1.2031125803210274,0.9692539791056344,172.6381441123865,4921257659.749958,-460701745.50971675,1075321078.385783,566914162.8062168,-516914162.80621684,2029-08-01,False
179,1.1405019120626123,1.0881618451998785,0.9886164628472256,1.0909461987492268,0.9729884555032624,269.96094667959017,4728063217.393472,392199176.6912292,1454726653.8386683,417080755.5258267,-367080755.5258267,2029-05-01,True
180,9.478696278794365,1.0746577493760272,0.9218222496968365,1.0694713589958285,0.9878560240345539,91.58628470839022,4669387921.038837,169685599.59685123,967501021.6771314,371882136.3538697,-321882136.3538697,2030-01-01,True
181,3.698037323079601,1.2191783028952874,1.0042692147869694,1.145498171914152,1.0348720960813433,190.31015241402744,5297329726.080023,409692494.4589219,1446098886.9012206,443184595.7242491,-393184595.7242491,2029-08-01,True
182,8.260088153872044,1.1667398742264046,0.9096034039633374,1.0639823164773308,0.953690923942395,161.53758845841182,5069484753.513727,-389153981.0873362,942328327.8607858,550077969.0665321,-500077969.06653214,2029-12-01,False
183,4.025272888661407,1.0625601438954533,0.9293559427921378,1.0566124217097228,0.9512472370526996,214.37404995828825,4616823825.225744,58344177.34480238,1157467214.6928723,435466246.8757219,-385466246.8757219,2029-08-01,True
184,9.581831680573117,1.0427172315956805,0.7436965409593888,1.0453199362014112,1.0038899552662102,223.18275599679845,4530606371.283232,-587963466.1531833,708563084.9874237,537973698.7550058,-487973698.75500584,2030-02-01,False
185,2.783240544131742,1.1700781981670985,0.8130304880925888,1.0535424113609804,1.0461789932773047,57.49627618598976,5083989771.036043,-445377477.81127334,1184348096.0325718,508328365.32479084,-458328365.32479084,2029-07-01,False
186,2.9363175278479474,1.0922151710891774,0.9352933016666929,1.1781562015846005,1.0358092293407604,14.640839996736418,4745674918.382477,426260541.3042306,1371077396.986419,327385469.36344206,-277385469.36344206,2029-07-01,True
187,2.7799030507344495,1.174888851205899,0.8622788986106525,1.158983929938947,0.9905547243332611,31.91878992539276,5104892058.489632,-553815358.2955154,1148692687.314669,528665675.9761896,-478665675.9761896,2029-07-01,False
188,9.157903335264876,1.0448253517784012,0.897981615685548,1.0802331102132916,0.9775189898603132,172.8455237977743,4539766153.477154,83210761.01640904,916360400.0763328,399187664.55806494,-349187664.55806494,2030-01-01,True
189,7.026919108578743,1.2756020905300989,1.0551434473488763,1.073982488725531,0.933799246197665,185.0282748373887,5542491083.353279,-144232620.97410464,1157609231.3010628,568951289.1869061,-518951289.1869061,2029-11-01,False
190,12.19250752430957,1.0739636635742464,0.9057375154906797,1.058926215907661,0.9248400856416228,168.96531581584838,4666372118.230101,-370313585.69277585,712000351.9895679,474060488.7334968,-424060488.7334968,2030-04-01,False
191,4.485131493792755,1.1739139096586637,0.9772382882699073,1.139055237065399,0.9707106213837678,88.89831148885133,5100655937.466893,-14262087.635394454,1261111949.9548988,441434295.56705904,-391434295.56705904,2029-08-01,False
192,8.069983908401907,1.1781145195334395,0.9116926106819827,1.161915226283028,0.9415560387060978,240.03126792535988,5118907587.372794,-540523554.3316925,908371205.8933823,628309484.0053633,-578309484.0053633,2029-12-01,False
193,2.319770041712185,1.0391444331575395,0.9198280085295658,0.9872028584535375,0.9251731050290052,-44.42105297190131,4515082562.0695095,-66463265.77629888,1193756726.444193,340903554.15503854,-290903554.15503854,2029-06-01,False
194,5.116550915167963,1.170161124160207,0.7710481008553471,1.099211802939855,1.0069051839877459,50.399456744906075,5084350084.476099,-895932086.0905294,944857920.6667321,611735970.2082615,-561735970.2082615,2029-09-01,False
195,2.8678160941731665,1.1979603646949681,0.9750499210474991,1.077887942080358,1.0064293531444253,24.601371605820262,5205137784.599636,147465426.40536797,1401489688.2027102,398993389.99169356,-348993389.99169356,2029-07-01,True
196,4.792796977986507,1.1599544973830174,0.8587710580684331,1.1211839578285512,0.9777826667882361,191.97025215113234,5040002291.1292095,-534883537.89465106,1035352186.3031644,603825409.3163407,-553825409.3163407,2029-09-01,False
197,5.342930594018906,1.0825586162861172,0.8480443415095009,1.022924774750104,0.9989182372171795,34.466685042314936,4703717187.76318,-156876767.64376855,1073242534.2426608,401509365.03514314,-351509365.03514314,2029-09-01,False
198,2.194313470362183,1.0448097146139692,0.8345247530307459,1.1395865272983414,0.9691525811643394,318.9975119715892,4539698209.997696,-343197954.6142862,1104121406.7939987,572270544.8051027,-522270544.8051027,2029-06-01,False
199,2.771972300776884,1.1390179480870135,0.9032074429128182,1.0539793991831368,1.0137837617920893,300.5992366743181,4949032984.438073,27307920.084353685,1290183985.8747652,516650798.6793041,-466650798.6793041,2029-07-01,True
200,9.781025507114913,1.048576902771735,0.8485133631434033,1.0999864688982477,0.9588982425854822,187.12739051042988,4556066642.543188,-322289349.9381331,775184513.9160466,479176643.73330903,-429176643.73330903,2030-02-01,False
201,6.208908363608489,1.116718729497753,0.9763621768182748,1.1115491066178698,0.9178587003997352,4.475207468727838,4852142879.667736,-135100133.13062096,1056639993.0663298,407505334.1349312,-357505334.1349312,2029-10-01,False
202,6.531277441479179,1.1039570640307237,0.8595055992412339,1.0579653796030648,0.9995823279662284,218.32292707457765,4796693443.213494,-161151325.57261837,994625169.8906255,500769800.1675432,-450769800.1675432,2029-11-01,False
203,6.162349172399053,1.0855836693908585,0.8622958810360792,1.0749222996096912,0.9614572650121413,141.2166522557948,4716861043.503281,-317947167.6509038,975381825.0061368,494000663.80329514,-444000663.80329514,2029-10-01,False
204,7.271800653321074,1.0119233262177156,0.7289356803714935,1.0236967477369612,1.0167189352040413,161.9284081070613,4396806852.415975,-469512050.1268985,823648173.0778883,494015379.42485416,-444015379.42485416,2029-11-01,False
205,3.103188635657407,1.209400575853964,0.9074905446509051,1.067191522576824,1.0239844356268768,9.742794804063202,5254845502.085474,-167530435.35936546,1316641506.484838,436948049.03324986,-386948049.03324986,2029-07-01,False
206,3.471308597518843,1.123976408176555,0.8409230785116468,1.1048446801820608,0.9506863637681837,27.13247199415342,4883677493.527132,-689093022.1229956,1043729046.9585898,541791602.2300819,-491791602.2300819,2029-07-01,False
207,3.404580582081591,1.0922032381473432,0.8347830334942685,1.0066696094369125,1.011698039283855,88.6500350372782,4745623069.750206,-202953523.24229622,1168474899.81747,437040893.55167043,-387040893.55167043,2029-07-01,False
208,4.5398845732494095,1.007487184667551,0.8834969352555382,1.033480676354058,0.9860476208971768,61.01089072854249,4377531817.380509,227897941.8500507,1106780305.1789045,328355363.67523146,-278355363.67523146,2029-09-01,True
209,10.046667662439404,1.227467684752124,0.8064139055755721,0.9995340033722162,0.9372010383905054,154.9536609700946,5333347090.247979,-1202243985.5392692,705494751.6464226,715052538.5944568,-665052538.5944568,2030-02-01,False
210,2.6134769935354094,1.1949200179919313,0.9598714716450202,1.1386545754341488,0.979452667183879,331.7714825593343,5191927478.17494,-118923487.04226887,1301995425.0108008,603380375.3487294,-553380375.3487294,2029-07-01,False
211,1.5728336736200148,1.0883744328327063,0.8756613723328147,1.185896334935797,0.9833444680782212,210.78468670606858,4728986910.658108,-223826223.67576087,1198494474.8061762,507033081.88766325,-457033081.88766325,2029-06-01,False
212,3.088544454087889,1.2600229311198636,0.9131275177346521,1.0701156521260031,1.0325154253620583,101.14911316556353,5474799635.715807,-258129465.81335676,1344388872.803976,527353767.16950834,-477353767.16950834,2029-07-01,False
213,4.81596512624756,1.1237601128285917,0.8178689698984027,1.0429360270828014,0.9481508034132512,28.721081969336367,4882737690.240231,-762968171.0198662,930347987.1834683,556536921.6808665,-506536921.6808665,2029-09-01,False
214,9.67105612029248,1.1247344050486099,0.8837947642822803,1.0564084819767063,0.971959905810446,158.46649957375848,4886970989.936211,-306606254.14248955,845710465.666096,496543260.2472204,-446543260.2472204,2030-02-01,False
215,10.798081014213361,1.2290910129133288,0.8911245162707366,1.0442384821777755,0.9735700890459096,142.13808199395748,5340400451.108414,-637386738.591706,812463307.705963,586231057.1193165,-536231057.11931646,2030-03-01,False
216,5.319821868358044,1.140233780336046,0.9236395024272215,1.0428766885203082,0.9644109437064199,100.71959314052197,4954315775.56012,-155547013.08955562,1129051262.84083,461699678.71663964,-411699678.71663964,2029-09-01,False
217,2.3021353179093897,1.0423125470538368,0.9537128565043342,1.0533948354325597,0.9507392123581133,140.87621143802346,4528848016.948921,240017624.97027683,1295886608.3720126,369742212.7926291,-319742212.7926291,2029-06-01,True
218,8.149832134569113,1.062483327344945,0.9759347109830031,1.1757176307112738,0.9849818683387113,168.05156197196405,4616490057.313786,444449187.1865164,1071703806.7524823,367012901.1871078,-317012901.1871078,2029-12-01,True
219,1.7158832880155634,1.2361633948932012,0.8913413497175092,1.1741389556041624,0.9835113845074027,-33.352840164170445,5371129950.810959,-684578034.7322,1229808136.702026,546766074.2901827,-496766074.2901827,2029-06-01,False
220,1.469133064808086,1.1453886377529459,0.9251525467417565,0.9695900393342161,0.9980994180459896,228.4044972333194,4976713631.03655,59657950.55158579,1418176965.589381,471879127.7517333,-421879127.7517333,2029-05-01,True
221,5.603479741077448,1.1000966647069705,0.740233352189643,1.1297232282488063,0.9629967681786397,239.89260687062816,4779920008.151787,-1030751005.0678041,782767449.175008,706399941.7219377,-656399941.7219377,2029-10-01,False
222,4.631354540710136,1.1196332284348827,0.8622025518663772,1.0127970762826524,1.0013844982079168,125.63210542644066,4864806377.549564,-182074786.20275772,1103367864.912241,467349946.01523995,-417349946.01523995,2029-09-01,False
223,5.944462111399085,1.249138554094814,1.021452113140457,1.1492894765588744,0.9474479874513178,148.57326252495173,5427507017.541966,-186006549.3348868,1175343329.276927,545748615.916331,-495748615.91633105,2029-10-01,False
224,9.869702123547896,1.0836898117202534,0.8069640225149559,1.1361967506658657,0.9760339569951877,141.28792089559803,4708632231.9245,-581044851.309354,741992861.2008427,523436823.54533136,-473436823.54533136,2030-02-01,False
225,12.418924886192379,1.1285923426475837,0.8982931800373317,1.0504983086283668,0.9707914649647014,34.28490369407872,4903733728.803751,-333862230.5304246,768986486.4057808,429411217.69048536,-379411217.69048536,2030-04-01,False
226,8.63950358441124,1.1898238727872081,0.8658523419972781,1.040126362200612,1.0136752108267033,-12.076111332336616,5169784727.260419,-366012499.6290209,935146102.692981,457940473.7235626,-407940473.7235626,2030-01-01,False
227,5.8063464881294795,1.0997075724301497,0.9475596700414,1.0134297358359132,0.9909870588628995,100.34704245190213,4778229402.209,306773041.6709647,1174246538.6201315,372163450.6454958,-322163450.6454958,2029-10-01,True
228,6.69384293515051,1.0004459689315173,0.9058418530616861,1.0749797011183024,0.9507140693916377,41.52824291303337,4346937735.007442,141412170.29484332,976236973.0045022,334092835.53827673,-284092835.53827673,2029-11-01,True
229,3.248778380974744,1.07849453989524,0.8050964110172213,1.1852024485637127,0.9697131891247976,211.78625339958003,4686058775.844817,-641395723.7852862,1003783585.7859068,606230923.5850991,-556230923.5850991,2029-07-01,False
230,12.107487710803053,1.0173933743921,0.9407863862293729,1.1543864376646387,0.9880279220668747,111.04940287946815,4420574211.733674,289716159.42032516,828221635.0162814,329951661.1666322,-279951661.1666322,2030-04-01,True
231,5.075353792407867,0.9982710667358546,0.9199703382915521,1.2208153920251235,1.029177632764388,-0.7663353940640434,4337487784.967288,615935683.2936987,1216188694.9290018,273099049.17605066,-223099049.17605066,2029-09-01,True
232,7.582179537267216,1.0709594816193495,0.9970870240647478,0.978584797633345,1.0240515524764264,222.5149984460042,4653318947.636074,906943577.4049454,1209590046.6348934,340040841.26668936,-290040841.26668936,2029-12-01,True
